index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
568140,358,3,20/11/2013,1182,1,1,0,0,10238.248
16835,819,7,30/11/2014,0,0,0,0,0,0.0
101795,566,7,20/10/2013,0,0,0,0,0,0.0
113982,939,6,25/01/2014,589,1,0,0,0,5847.047
119674,401,4,28/05/2015,670,1,0,0,0,5968.491
245945,345,5,15/02/2013,371,1,0,0,1,3887.4565
178664,42,3,09/01/2013,1080,1,1,0,0,10046.765
195719,64,1,23/02/2015,572,1,0,0,0,5357.621
51915,485,4,09/07/2015,375,1,0,0,0,3695.5151
520151,621,2,09/12/2014,744,1,0,0,0,6240.7627
345864,710,2,14/04/2015,415,1,1,0,0,5270.0854
108603,370,2,21/05/2013,609,1,0,0,1,5951.46
219371,84,1,25/08/2014,1195,1,0,0,0,9150.133
304395,1044,7,20/07/2014,0,0,0,0,0,0.0
656334,415,1,29/09/2014,514,1,1,0,0,6366.451
658977,12,3,28/05/2014,881,1,0,0,0,6658.065
473023,42,6,13/12/2014,1218,1,0,0,0,9733.501
319211,438,6,22/11/2014,474,1,0,0,0,4629.3
169071,663,6,07/03/2015,883,1,0,0,0,7674.3765
101272,941,7,05/01/2014,0,0,0,0,0,0.0
222411,827,2,26/03/2013,1686,1,1,0,1,14739.72
315593,641,1,15/09/2014,655,1,1,0,0,7502.375
181140,749,3,19/11/2014,489,1,0,0,0,4672.0933
424712,360,4,31/01/2013,775,1,0,0,0,6401.219
322075,152,6,20/07/2013,422,1,0,0,0,4101.06
506593,1035,4,06/03/2014,706,1,1,0,0,7000.1816
194398,792,7,25/05/2014,0,0,0,0,0,0.0
314852,255,1,08/06/2015,559,1,0,0,0,5065.845
22564,307,3,26/02/2014,222,1,0,0,0,2187.421
101255,283,2,10/03/2015,656,1,0,0,0,5718.449
24305,903,1,13/01/2014,771,1,0,0,0,6657.1626
50074,51,7,19/01/2014,0,0,0,0,0,0.0
93289,510,2,28/04/2015,909,1,1,0,0,8430.319
564571,619,4,19/06/2014,0,0,1,a,1,0.0
242136,125,2,07/04/2015,1808,1,0,0,1,12774.893
213323,136,7,10/02/2013,0,0,0,0,0,0.0
349828,889,5,11/04/2014,505,1,0,0,0,4824.2964
252491,690,6,10/01/2015,660,1,0,0,0,6392.2905
453603,362,1,22/09/2014,1096,1,0,0,0,8172.5483
668542,747,3,03/06/2015,693,1,1,0,0,7287.2466
337651,693,1,11/08/2014,329,1,0,0,1,3404.1843
86854,448,5,22/02/2013,842,1,1,0,0,7968.4976
402356,223,7,16/03/2014,0,0,0,0,0,0.0
329407,123,4,29/01/2015,937,1,1,0,0,8602.219
345345,905,5,06/03/2015,1073,1,1,0,0,9811.634
359206,663,5,05/07/2013,485,1,1,0,0,5149.191
542666,402,3,09/10/2013,580,1,1,0,0,6323.195
481347,389,7,09/02/2014,0,0,0,0,0,0.0
390153,599,1,16/03/2015,1038,1,1,0,0,10686.445
257405,378,1,16/09/2013,700,1,0,0,0,6369.125
190857,472,6,12/01/2013,671,1,0,0,0,6238.7373
57633,315,1,06/05/2013,497,1,0,0,0,4670.0444
158176,22,6,02/05/2015,486,1,0,0,0,4668.0176
415066,878,3,22/05/2013,652,1,0,0,0,5627.6655
342451,1098,3,18/02/2015,687,1,1,0,1,6312.746
696189,625,5,20/12/2013,898,1,1,0,0,8476.81
203371,866,5,19/12/2014,691,1,1,0,0,7084.8076
701112,1047,1,06/01/2014,698,1,1,0,1,7876.8853
59965,1085,1,14/10/2013,705,1,0,0,0,5866.498
363102,257,1,11/08/2014,670,1,0,0,1,6039.6777
133227,86,4,30/05/2013,0,0,1,a,0,0.0
632858,533,5,27/02/2015,920,1,0,0,0,8435.857
322200,787,7,09/02/2014,0,0,0,0,0,0.0
675470,596,7,11/08/2013,0,0,0,0,0,0.0
693762,857,3,27/11/2013,801,1,0,0,0,6345.655
246512,872,3,04/09/2013,976,1,0,0,0,7529.917
88410,308,3,25/12/2013,0,0,0,c,1,0.0
8403,1032,2,27/05/2014,855,1,0,0,0,6751.503
38354,195,7,08/09/2013,0,0,0,0,0,0.0
460617,656,7,27/04/2014,0,0,0,0,0,0.0
689762,870,7,18/05/2014,0,0,0,0,0,0.0
314406,352,5,21/11/2014,607,1,0,0,0,5911.154
441526,984,4,10/10/2013,967,1,1,0,0,8381.171
639121,1049,5,31/05/2013,683,1,1,0,1,6705.0117
159580,141,6,10/01/2015,582,1,0,0,0,5666.416
303582,839,2,29/07/2014,691,1,1,0,1,7032.9946
138983,939,5,03/04/2015,0,0,1,b,1,0.0
644434,443,3,26/03/2014,402,1,0,0,0,3858.5422
364997,62,3,17/06/2015,813,1,1,0,0,9041.259
514718,21,5,19/07/2013,592,1,1,0,0,6134.536
145595,459,5,01/11/2013,1140,1,0,0,0,8788.017
5950,1085,7,08/09/2013,0,0,0,0,0,0.0
72734,149,1,11/03/2013,447,1,0,0,0,4461.1543
562090,424,5,03/04/2015,0,0,1,b,1,0.0
447869,1054,1,30/03/2015,815,1,1,0,0,8938.36
171784,411,6,30/08/2014,677,1,0,0,1,6601.478
616808,265,5,02/08/2013,548,1,1,0,1,5659.013
436135,318,4,04/06/2015,696,1,1,a,0,7042.183
390473,950,5,13/03/2015,572,1,0,0,0,5428.0312
326439,1007,4,03/01/2013,678,1,0,0,1,5456.3823
699673,187,3,02/04/2014,760,1,1,0,0,7598.457
212943,742,3,16/01/2013,574,1,0,0,0,5411.435
709463,411,2,24/03/2015,539,1,0,0,0,5029.7637
367683,541,2,17/03/2015,897,1,1,0,0,9265.99
269244,1112,2,24/02/2015,639,1,0,0,0,5645.146
600506,657,4,03/10/2013,0,0,0,a,0,0.0
337285,817,2,11/02/2014,3198,1,0,0,0,22287.357
591766,733,3,21/05/2014,3665,1,1,0,0,16724.143
606425,1010,4,30/10/2014,765,1,0,0,0,6236.915
73318,287,3,11/06/2014,750,1,0,0,1,6329.3823
610540,16,4,23/05/2013,694,1,0,0,1,5701.7856
678749,75,6,21/02/2015,593,1,0,0,0,5754.4536
206401,219,4,08/01/2015,302,1,1,0,0,3485.3718
45999,123,6,09/03/2013,436,1,0,0,0,4217.09
271332,80,3,05/03/2014,635,1,1,0,0,7112.603
118264,280,1,23/12/2013,1096,1,0,0,1,9419.79
368164,1094,3,15/05/2013,380,1,1,0,0,4595.7954
490502,1015,1,01/06/2015,538,1,1,0,0,6208.726
61796,917,2,12/02/2013,701,1,0,0,0,5906.0625
562289,577,1,29/12/2014,614,1,0,0,1,5468.635
58171,81,7,25/05/2014,0,0,0,0,0,0.0
4422,59,2,19/08/2014,608,1,1,0,1,6977.3657
149597,938,4,12/09/2013,1021,1,1,0,0,8926.3545
116636,118,1,28/01/2013,489,1,0,0,0,4584.8535
486779,35,2,17/03/2015,785,1,1,0,0,8319.65
274651,78,5,19/09/2014,541,1,1,0,0,5805.715
476484,148,3,10/09/2014,694,1,0,0,0,6045.4385
24069,574,2,19/08/2014,672,1,1,0,1,7582.318
148706,1050,7,19/01/2014,0,0,0,0,0,0.0
217293,824,5,14/02/2014,909,1,0,0,0,7941.4116
570842,368,3,08/04/2015,611,1,0,0,1,5900.4253
90172,938,1,10/02/2014,976,1,0,0,0,7380.0874
665448,546,4,16/07/2015,1897,1,1,0,1,15498.772
668805,880,2,17/06/2014,863,1,1,0,1,8414.234
183078,52,3,11/12/2013,515,1,0,0,0,5811.9756
609667,580,6,06/12/2014,2441,1,0,0,0,14695.342
449058,696,5,19/09/2014,1018,1,1,0,0,9159.47
584452,642,4,30/05/2013,0,0,1,a,0,0.0
532016,156,2,25/11/2014,925,1,1,0,0,9341.129
151902,193,2,19/08/2014,930,1,1,0,1,9030.735
286680,1085,6,04/05/2013,557,1,0,0,0,5281.325
700283,198,7,02/06/2013,0,0,0,0,0,0.0
291447,669,4,09/07/2015,378,1,0,0,0,3681.512
656694,488,1,06/05/2013,389,1,0,0,0,3803.8115
287925,806,6,09/03/2013,501,1,0,0,0,5101.973
495381,28,1,14/10/2013,610,1,0,0,0,5381.4517
121759,982,7,04/08/2013,0,0,0,0,0,0.0
245901,668,4,29/08/2013,1085,1,1,0,0,9503.836
435166,900,5,11/01/2013,529,1,1,0,0,5529.2964
256066,361,7,07/12/2014,0,0,0,0,0,0.0
613222,177,4,26/03/2015,469,1,0,0,0,4434.1367
362867,493,1,26/05/2014,743,1,0,0,0,5967.918
635536,467,4,03/04/2014,1756,1,1,0,0,13742.418
426914,23,2,26/11/2013,355,1,0,0,0,3736.368
166759,980,4,19/06/2014,0,0,1,a,0,0.0
190125,453,6,01/03/2014,827,1,0,0,0,7303.412
637233,1047,4,10/01/2013,538,1,1,0,0,6015.8833
11863,497,2,28/01/2014,1083,1,0,0,0,8031.8765
170592,930,3,22/10/2014,925,1,1,0,0,8076.5664
424283,955,6,22/03/2014,460,1,0,0,0,4267.4185
360164,565,1,30/03/2015,924,1,1,0,1,9497.41
361485,77,6,29/03/2014,678,1,0,0,0,6496.013
368162,73,5,31/10/2014,585,1,0,0,0,5519.4355
137926,491,2,30/07/2013,651,1,1,0,1,6874.215
433228,537,7,25/01/2015,0,0,0,0,0,0.0
49906,8,5,17/07/2015,684,1,1,0,0,6579.1406
64840,79,1,15/06/2015,789,1,1,0,0,9384.171
439403,59,7,22/09/2013,0,0,0,0,0,0.0
229348,43,7,12/01/2014,0,0,0,0,0,0.0
524084,201,3,23/01/2013,373,1,1,0,0,4482.208
513911,1053,5,30/01/2015,1209,1,1,0,0,10531.872
332705,503,3,23/04/2014,383,1,0,0,0,3724.4644
399166,254,3,20/02/2013,225,1,1,0,0,2437.2607
85421,663,7,08/12/2013,0,0,0,0,0,0.0
624693,616,5,27/09/2013,958,1,1,0,0,8782.554
554828,297,7,14/04/2013,0,0,0,0,0,0.0
298362,723,2,07/07/2015,514,1,0,0,0,4954.1646
302736,634,4,18/12/2014,989,1,1,0,0,8916.82
292748,753,3,17/09/2014,738,1,1,0,0,7528.1865
406087,965,2,28/01/2014,694,1,0,0,0,5410.9355
648686,683,4,19/12/2013,1254,1,1,0,0,10272.397
584287,550,4,14/02/2013,380,1,0,0,0,3681.8354
673903,652,1,26/05/2014,580,1,0,0,0,5176.2236
255395,44,3,25/12/2013,0,0,0,c,1,0.0
106528,1016,6,07/09/2013,423,1,0,0,0,3983.1157
207183,154,7,09/02/2014,0,0,0,0,0,0.0
625205,760,5,10/07/2015,1273,1,0,0,0,9647.012
153632,612,6,09/02/2013,405,1,0,0,0,3968.5981
667089,619,1,25/02/2013,439,1,0,0,0,4345.3896
594138,810,4,31/10/2013,541,1,0,0,0,4708.0405
397155,833,6,05/10/2013,469,1,0,0,0,4541.7373
229648,703,4,23/01/2014,374,1,1,0,0,4408.924
75499,720,4,05/03/2015,700,1,1,0,0,7249.5776
574004,779,7,17/02/2013,0,0,0,0,0,0.0
384864,186,5,30/01/2015,359,1,1,0,0,4179.926
621977,539,3,05/02/2014,1150,1,1,0,0,10751.806
400933,847,2,11/06/2013,812,1,0,0,0,6463.2056
661106,783,6,25/01/2014,501,1,0,0,0,4698.249
280631,942,3,04/09/2013,339,1,0,0,0,3449.7954
140056,51,1,27/05/2013,528,1,1,0,1,7387.8906
659960,1008,7,14/06/2015,0,0,0,0,0,0.0
23530,540,1,06/01/2014,0,0,1,a,0,0.0
635847,465,3,11/02/2015,496,1,0,0,0,4621.783
705039,229,7,17/03/2013,0,0,0,0,0,0.0
52058,308,6,11/04/2015,739,1,0,0,0,6925.641
355322,921,3,26/03/2014,1050,1,0,0,0,7954.6274
440391,795,1,12/08/2013,657,1,1,0,1,7735.856
140404,1037,7,24/02/2013,0,0,0,0,0,0.0
605897,291,1,06/04/2015,0,0,0,b,1,0.0
431530,388,1,29/09/2014,1397,1,1,0,0,14090.6875
27961,527,6,08/02/2014,1027,1,0,0,0,9293.361
390294,305,5,26/07/2013,321,1,0,0,1,3197.3079
448024,305,7,26/05/2013,0,0,0,0,0,0.0
633618,1110,4,27/03/2014,473,1,0,0,0,4708.537
613780,952,3,06/05/2015,494,1,1,0,0,5491.4214
75448,819,4,06/03/2014,565,1,1,0,0,6005.7285
261954,190,7,24/02/2013,0,0,0,0,0,0.0
377705,166,5,23/05/2014,617,1,1,0,0,6386.898
150888,470,2,03/06/2014,1839,1,1,0,0,15398.205
53666,296,3,15/07/2015,792,1,1,0,0,7751.172
76773,73,5,21/11/2014,489,1,0,0,0,4783.5103
258637,458,6,04/01/2014,801,1,0,0,1,7041.583
458058,873,6,22/02/2014,236,1,0,0,0,1939.1436
417637,914,2,11/06/2013,1151,1,0,0,0,8531.7295
160078,738,2,14/07/2015,666,1,1,0,1,7331.6455
446747,1096,3,17/06/2015,671,1,1,0,0,6592.0854
691730,772,3,01/07/2015,556,1,1,0,0,5799.1206
16493,1022,1,30/03/2015,1121,1,1,0,1,11232.901
465198,273,6,26/01/2013,494,1,0,0,0,4729.2256
275212,893,5,11/01/2013,812,1,1,0,0,7800.348
358519,1011,2,14/07/2015,831,1,1,0,1,8251.71
183564,1,2,18/03/2014,635,1,1,0,0,6184.876
37541,989,2,22/10/2013,636,1,1,0,0,6599.5405
495941,565,5,16/08/2013,816,1,1,0,1,7355.9565
396321,220,1,15/06/2015,837,1,1,0,0,9051.508
293778,555,1,24/02/2014,353,1,0,0,0,3525.365
508591,480,1,23/02/2015,657,1,0,0,0,5568.029
5101,368,3,04/02/2015,724,1,1,0,0,8084.965
318076,613,3,31/07/2013,1058,1,1,0,1,9495.061
500151,456,4,19/03/2015,940,1,1,0,0,8392.981
421496,682,4,05/12/2013,2816,1,1,0,0,16890.764
363809,199,1,22/06/2015,518,1,0,0,0,4855.9546
121507,776,2,11/06/2013,466,1,0,0,0,4214.3027
110390,418,3,29/07/2015,530,1,1,0,1,5479.261
490544,1106,2,19/03/2013,586,1,1,0,0,6253.359
547100,413,7,31/05/2015,0,0,0,0,0,0.0
105099,624,3,08/04/2015,606,1,0,0,1,5403.7344
209739,497,6,27/07/2013,779,1,0,0,1,6924.236
242123,350,2,22/04/2014,471,1,0,0,1,4776.834
626834,545,1,02/12/2013,1531,1,1,0,0,14472.281
246953,7,5,12/12/2014,810,1,0,0,0,6680.6714
22612,766,3,30/10/2013,469,1,0,0,1,4261.872
120939,12,2,23/06/2015,796,1,0,0,0,6057.238
564178,499,3,09/01/2013,759,1,1,0,0,7463.3105
600348,295,5,05/06/2015,910,1,1,0,1,8319.073
345579,793,1,10/02/2014,402,1,0,0,0,3768.9907
161601,1060,7,10/11/2013,0,0,0,0,0,0.0
457001,574,2,18/02/2014,691,1,1,0,0,7740.8413
365393,799,4,21/05/2015,808,1,1,0,0,8335.522
618098,870,7,11/01/2015,0,0,0,0,0,0.0
18202,967,3,24/09/2014,722,1,0,0,0,5511.3394
668906,486,6,31/01/2015,343,1,0,0,0,3202.776
511961,212,4,23/05/2013,439,1,0,0,0,4486.823
315985,842,4,16/01/2014,973,1,0,0,0,8059.96
332030,715,2,24/12/2013,437,1,0,0,1,4432.0938
679579,555,4,26/09/2013,555,1,1,0,0,5773.5825
114515,603,4,20/06/2013,884,1,1,0,0,8270.387
413002,471,3,13/11/2013,492,1,0,0,0,4621.783
41383,257,1,22/06/2015,552,1,0,0,0,5021.3433
397849,85,7,25/08/2013,1587,1,0,0,0,10555.588
150978,330,4,10/10/2013,474,1,1,0,0,5072.223
686910,530,5,04/07/2014,798,1,1,0,0,8237.343
262686,775,5,08/02/2013,592,1,1,0,0,6022.8115
321377,365,3,11/12/2013,535,1,0,0,0,4834.1675
495038,90,1,30/09/2013,1146,1,0,0,0,8547.207
696173,916,1,04/11/2013,799,1,1,0,0,8645.038
584426,703,2,10/06/2014,361,1,0,0,1,3648.5393
385786,918,6,25/01/2014,267,1,0,0,0,2362.6465
598527,1062,3,01/10/2014,672,1,1,0,0,6741.9717
637614,787,6,09/03/2013,906,1,0,0,0,8054.228
91868,92,2,17/09/2013,373,1,0,0,0,3723.49
547800,912,3,18/09/2013,558,1,0,0,0,4876.8926
101781,205,1,05/01/2015,1014,1,1,0,0,10474.788
130768,949,6,04/07/2015,332,1,0,0,0,3048.798
637147,1096,7,10/03/2013,0,0,0,0,0,0.0
143757,425,2,16/07/2013,515,1,1,0,0,5710.009
18516,358,4,04/04/2013,938,1,0,0,1,7347.93
205081,553,3,27/05/2015,548,1,0,0,1,4910.2163
676514,1069,2,09/04/2013,934,1,1,0,0,8882.921
679267,47,6,03/05/2014,795,1,0,0,0,6620.5757
357481,679,3,08/10/2014,1130,1,1,0,0,9654.902
172397,709,2,10/09/2013,1598,1,1,0,0,13429.023
301639,1010,4,04/07/2013,761,1,1,0,1,7368.6304
436464,1025,5,26/06/2015,753,1,0,0,0,6483.3364
51307,802,2,13/01/2015,466,1,1,0,0,5642.5527
119032,1023,7,18/08/2013,0,0,0,0,0,0.0
146264,1114,1,17/02/2014,3122,1,1,0,0,21307.26
494120,765,5,11/04/2014,700,1,0,0,0,6331.322
15813,405,5,12/09/2014,437,1,0,0,0,4430.128
152143,1040,7,12/01/2014,0,0,0,0,0,0.0
67366,666,6,20/07/2013,696,1,0,0,0,6526.1167
675086,809,6,07/02/2015,656,1,0,0,0,6828.095
359511,372,6,11/01/2014,663,1,0,0,0,6743.142
184581,872,2,24/02/2015,694,1,0,0,0,5848.154
704267,538,3,25/06/2014,529,1,0,0,0,4624.8574
589924,885,7,08/06/2014,0,0,0,0,0,0.0
638669,861,7,07/12/2014,0,0,0,0,0,0.0
489102,358,4,25/12/2014,0,0,0,c,1,0.0
441499,20,3,25/02/2015,843,1,0,0,0,6758.9824
79763,450,2,22/04/2014,1017,1,0,0,1,8014.261
283590,730,6,01/11/2014,828,1,0,0,0,7544.8833
521187,526,5,02/08/2013,1279,1,1,0,1,11542.238
126219,541,4,14/02/2013,839,1,0,0,0,6676.341
263512,641,2,14/07/2015,512,1,1,0,1,5781.7153
556523,123,7,11/05/2014,0,0,0,0,0,0.0
552416,860,5,13/03/2015,784,1,0,0,1,6725.9146
476964,233,2,21/01/2014,1175,1,1,0,0,10859.433
424933,683,5,29/08/2014,858,1,0,0,0,7100.0225
541466,262,4,15/01/2015,2866,1,1,0,0,18036.727
207948,31,7,15/09/2013,0,0,0,0,0,0.0
49721,1040,5,29/08/2014,910,1,0,0,0,7698.0806
633749,348,2,01/01/2013,0,0,0,a,1,0.0
431544,842,3,09/01/2013,1041,1,1,0,0,9886.579
433436,1094,5,19/07/2013,420,1,1,0,0,4817.2354
410522,854,7,11/08/2013,0,0,0,0,0,0.0
476789,851,7,01/03/2015,0,0,0,0,0,0.0
338354,44,1,24/11/2014,798,1,1,0,0,8553.33
191790,579,5,06/09/2013,765,1,0,0,0,6581.5527
648204,603,1,05/01/2015,1207,1,1,0,1,11849.216
597103,209,4,07/02/2013,625,1,1,0,0,6441.889
595765,554,6,01/11/2014,451,1,0,0,0,4320.4106
124333,484,1,18/05/2015,758,1,1,0,0,8346.885
526756,317,3,04/12/2013,597,1,1,0,0,6259.3716
696537,1002,6,15/06/2013,641,1,0,0,0,5703.8047
465097,847,2,05/02/2013,1102,1,1,0,0,10222.921
437188,413,1,31/03/2014,1208,1,1,0,0,11932.229
684020,1062,3,03/04/2013,577,1,0,0,1,5105.6465
656714,779,4,19/03/2015,772,1,1,0,0,7543.0786
551020,870,6,23/03/2013,612,1,0,0,0,5853.5073
473180,35,4,16/04/2015,942,1,1,0,0,8778.084
444184,319,7,10/02/2013,0,0,0,0,0,0.0
649240,577,4,28/02/2013,630,1,0,0,0,5288.3174
130166,1112,4,11/07/2013,831,1,0,0,0,7590.3394
189483,267,5,22/11/2013,1190,1,1,0,0,10158.603
698840,12,7,28/12/2014,0,0,0,0,0,0.0
228169,442,6,06/04/2013,560,1,0,0,0,5407.127
703090,1011,5,11/01/2013,946,1,1,0,0,8506.134
19804,1015,7,08/09/2013,0,0,0,0,0,0.0
388851,591,3,14/05/2014,459,1,0,0,0,4367.0317
460082,511,1,01/09/2014,881,1,1,0,1,9099.985
265870,1020,3,20/11/2013,1195,1,1,0,0,10491.306
25304,748,7,17/05/2015,0,0,0,0,0,0.0
387529,154,5,23/08/2013,648,1,0,0,0,6288.501
217600,299,1,08/06/2015,939,1,0,0,0,7095.8364
144997,762,3,25/12/2013,0,0,0,c,1,0.0
66377,474,6,04/05/2013,534,1,0,0,0,5212.0776
174709,1040,6,29/06/2013,707,1,0,0,0,6574.375
673757,1058,3,27/05/2015,716,1,0,0,0,5942.0864
11578,617,7,19/05/2013,0,0,0,0,0,0.0
385348,27,7,03/11/2013,0,0,0,0,0,0.0
61293,438,1,01/04/2013,0,0,0,b,1,0.0
604275,1097,5,02/01/2015,1851,1,0,0,1,8096.5
300799,67,3,05/03/2014,969,1,1,0,0,8573.886
427126,502,1,04/11/2013,1879,1,1,0,0,16257.685
616940,160,7,23/02/2014,0,0,0,0,0,0.0
42973,458,1,17/02/2014,806,1,1,0,0,8899.221
63567,77,5,01/11/2013,614,1,0,0,0,5683.325
320145,29,3,18/06/2014,839,1,1,0,0,8294.519
106460,966,2,01/01/2013,0,0,0,a,1,0.0
37434,921,4,25/06/2015,944,1,0,0,0,7174.8423
131159,235,3,17/04/2013,438,1,0,0,0,4498.1797
71620,4,5,08/11/2013,1412,1,1,0,0,11038.697
647100,419,6,05/04/2014,770,1,0,0,0,6854.029
308642,616,1,14/01/2013,766,1,0,0,0,6303.9126
552510,988,6,05/10/2013,621,1,0,0,0,5839.4404
410687,237,4,22/05/2014,523,1,1,0,0,5604.3745
106867,519,4,22/01/2015,399,1,0,0,0,3979.1587
283610,695,3,02/07/2014,592,1,1,0,0,6426.022
292439,170,2,23/12/2014,882,1,0,0,1,7192.4644
644732,290,5,17/07/2015,639,1,1,0,1,6429.7124
104917,1047,2,02/09/2014,604,1,1,0,0,6921.1533
360482,503,6,16/11/2013,447,1,0,0,0,4405.794
594208,548,1,02/06/2014,535,1,1,0,0,6851.9805
24536,1030,6,18/01/2014,119,1,0,0,0,1417.6245
418867,390,4,19/09/2013,919,1,0,0,0,7404.3027
531182,132,2,21/05/2013,512,1,0,0,1,4759.4253
40168,72,6,13/04/2013,298,1,0,0,0,2759.879
489644,641,3,11/09/2013,599,1,1,0,0,6343.403
329430,810,1,16/02/2015,507,1,1,0,0,6046.275
401087,940,4,17/07/2014,805,1,1,0,0,7687.3525
690803,776,5,09/01/2015,577,1,1,0,0,5964.681
257664,746,4,05/12/2013,646,1,1,0,0,6852.1055
628116,502,1,16/02/2015,1667,1,1,0,0,14849.391
73175,259,5,08/05/2015,2770,1,1,0,0,14996.478
324523,464,3,06/05/2015,1134,1,1,0,0,9852.907
572781,248,3,27/05/2015,1016,1,0,0,0,7608.1416
673215,358,7,22/02/2015,0,0,0,0,0,0.0
621477,980,6,17/01/2015,477,1,0,0,0,4743.921
467030,933,6,28/12/2013,530,1,0,0,0,5071.4263
493970,408,4,27/03/2014,342,1,0,0,0,3495.7588
461749,347,2,10/02/2015,343,1,0,0,0,3633.67
364180,320,7,20/04/2014,0,0,0,0,0,0.0
87106,751,2,12/02/2013,501,1,0,0,0,4705.143
468319,935,3,20/05/2015,587,1,1,0,0,6154.666
609786,891,2,24/09/2013,1070,1,1,0,0,9778.317
631581,238,4,16/10/2014,994,1,0,0,1,7451.0
565150,1090,6,31/08/2013,359,1,0,0,0,3400.0386
493492,723,1,18/05/2015,724,1,1,0,0,8361.274
427967,762,3,16/04/2014,506,1,1,0,1,5345.5127
318724,526,2,24/03/2015,1313,1,0,0,0,10152.766
464892,669,6,05/10/2013,395,1,0,0,0,3790.5996
15744,691,3,02/10/2013,693,1,0,0,0,6038.3594
511935,910,6,12/07/2014,480,1,0,0,0,4650.1377
648833,670,5,05/04/2013,625,1,0,0,1,5759.1
525377,45,2,25/02/2014,253,1,0,0,0,2545.5732
508153,140,6,30/05/2015,962,1,0,0,0,8135.4287
579249,202,2,20/01/2015,447,1,0,0,0,4345.6836
350253,722,7,20/04/2014,0,0,0,0,1,0.0
105700,322,5,21/06/2013,626,1,1,0,0,6393.6816
339226,699,6,27/09/2014,826,1,0,0,0,7544.8833
124934,710,6,19/10/2013,334,1,0,0,0,3207.048
341550,14,2,16/06/2015,740,1,1,0,0,7370.2505
313591,313,1,07/01/2013,1020,1,1,0,0,10827.965
485837,637,1,31/03/2014,777,1,1,0,0,8789.806
126199,195,6,28/09/2013,1303,1,0,0,0,9895.541
485154,233,4,10/01/2013,1062,1,1,0,1,9691.401
414939,176,4,07/08/2014,630,1,1,0,1,6515.811
684705,1100,6,07/12/2013,532,1,0,0,0,4518.627
483730,509,3,22/05/2013,518,1,0,0,0,4963.0225
291260,847,4,24/01/2013,944,1,1,0,0,8474.258
158518,162,2,10/12/2013,429,1,0,0,0,4265.773
505951,340,1,17/11/2014,732,1,0,0,0,6085.0044
471059,1061,2,02/04/2013,484,1,0,0,1,4516.6094
327241,368,3,25/12/2013,0,0,0,c,1,0.0
625887,696,6,22/06/2013,695,1,0,0,0,6662.418
471296,225,7,23/03/2014,0,0,0,0,0,0.0
238890,570,4,08/05/2014,709,1,1,0,0,7578.3306
615504,170,6,23/03/2013,451,1,0,0,0,4439.4097
105622,740,1,05/05/2014,613,1,1,0,0,7456.7207
613984,925,6,18/07/2015,1631,1,0,0,0,9194.453
285192,487,1,24/03/2014,519,1,0,0,0,4776.718
361067,988,1,29/12/2014,757,1,0,0,1,6403.5854
650319,952,1,10/03/2014,473,1,0,0,0,4501.0063
452871,1023,6,01/06/2013,819,1,0,0,0,7166.367
554307,706,2,15/01/2013,383,1,0,0,0,3810.0469
463747,798,1,02/06/2014,1340,1,1,0,0,13788.501
316018,599,6,22/06/2013,1058,1,0,0,0,8595.996
122084,314,1,24/03/2014,522,1,0,0,0,4840.208
571550,949,2,02/09/2014,594,1,1,0,0,6550.6323
428766,174,1,25/03/2013,484,1,1,0,1,5899.2026
407414,825,5,18/04/2014,0,0,1,b,1,0.0
407881,508,6,23/03/2013,441,1,0,0,0,4366.2104
614158,788,2,19/05/2015,1819,1,1,0,0,17106.014
60659,952,6,17/05/2014,642,1,0,0,0,6300.584
557305,963,2,20/05/2014,1272,1,1,0,0,11158.006
686923,345,3,15/01/2014,440,1,0,0,0,4546.796
108945,703,4,24/10/2013,348,1,1,0,1,4088.0818
287805,355,7,27/10/2013,0,0,0,0,0,0.0
289700,493,4,04/06/2015,0,0,1,a,0,0.0
200618,792,5,28/03/2014,591,1,0,0,0,5471.8296
185774,433,6,30/03/2013,750,1,0,0,0,6842.508
381203,699,5,20/03/2015,970,1,1,0,0,8944.055
12306,456,1,13/05/2013,978,1,1,0,0,10274.789
586016,254,1,13/07/2015,327,1,1,0,0,4034.635
623045,395,6,21/06/2014,349,1,0,0,0,3288.8892
361258,665,5,03/10/2014,0,0,1,a,0,0.0
543640,41,7,28/07/2013,0,0,0,0,0,0.0
138438,325,3,27/02/2013,639,1,0,0,0,5592.4297
216078,795,7,05/01/2014,0,0,0,0,0,0.0
420289,8,1,15/04/2013,582,1,0,0,0,4981.512
304677,340,4,07/03/2013,759,1,1,0,0,7433.2256
130218,249,3,22/07/2015,375,1,0,0,1,3653.9624
479298,470,7,30/03/2014,0,0,0,0,0,0.0
95018,468,3,18/09/2013,625,1,0,0,0,5348.583
149285,953,1,22/09/2014,486,1,0,0,0,4563.2017
82705,63,7,06/04/2014,0,0,0,0,0,0.0
335660,599,2,28/05/2013,810,1,1,0,0,8324.059
394984,452,4,23/10/2014,455,1,1,0,1,5059.059
177626,882,4,26/09/2013,793,1,1,0,0,7625.3667
442279,289,3,03/09/2014,508,1,1,0,1,5611.1797
353326,1010,2,29/01/2013,556,1,0,0,0,4853.8354
26041,501,7,17/11/2013,0,0,0,0,0,0.0
224423,110,5,31/10/2014,653,1,0,0,0,6052.874
